日期,當日成交量,當日成交金額,平均成交價,開盤價,最高價,最低價,收盤價,買賣價差,周轉率,當日融資,昨日融資,當日融券,昨日融券,融資變化,融券變化,殖利率,本益比,股價淨值比,大盤融資餘額(百萬),大盤融券量
2020/8/24,49199406,21139093710,429.6615636,427.5,434.5,425,428,3.5,24672,22370,22205,2803,2753,165,50,2.22,24.4,6.45,14587.3807,569903
2020/8/25,37024899,16076146369,434.1982505,433.5,436,430.5,434.5,6.5,22035,22287,22370,2906,2803,-83,103,2.19,24.77,6.55,14691.9649,565219
2020/8/26,41406340,18169230108,438.8030941,435.5,442,435,442,7.5,25305,22641,22287,3142,2906,354,236,2.15,25.2,6.66,14813.8734,547878
2020/8/27,57206712,25658355402,448.5200164,448,453.5,444,444,2,31575,23294,22641,3190,3142,653,48,2.14,25.31,6.69,14929.7381,554311
2020/8/28,57039210,24868453700,435.988747,440,440.5,431,435,-9,35253,24453,23294,3167,3190,1159,-23,2.18,24.8,6.56,14967.8563,537648
2020/8/31,88569538,38106113563,430.239498,437,439.5,426.5,426.5,-8.5,28294,25840,24453,2856,3167,1387,-311,2.23,24.32,6.43,15219.9564,552555
2020/9/1,50129577,21681382412,432.5067896,430,435,428,435,8.5,17137,25310,25840,2831,2856,-530,-25,2.18,24.8,6.56,15230.3884,555676
2020/9/2,42013407,18268716092,434.8306266,441,441,430.5,433,-2,20242,25175,25310,2342,2831,-135,-489,2.19,24.69,6.53,15361.6033,558881
2020/9/3,40683617,17768951582,436.759386,439.5,439.5,433.5,436,3,17810,24356,25175,2360,2342,-819,18,2.18,24.86,6.57,15365.1017,578455
2020/9/4,51349911,22051596821,429.4378781,427,432.5,427,429,-7,27893,25706,24356,2206,2360,1350,-154,2.21,24.46,6.47,15483.7447,561108
2020/9/7,39854584,17060627028,428.0718882,428,432.5,425,426,-3,20003,26056,25706,1851,2206,350,-355,2.23,24.29,6.42,15558.9696,558634
2020/9/8,23714670,10208232440,430.4606575,428,433,427.5,431,5,12440,25589,26056,1771,1851,-467,-80,2.2,24.57,6.5,15654.2294,556330
2020/9/9,40727362,17312991408,425.0948394,425,428,423,427,-4,21740,25943,25589,1412,1771,354,-359,2.22,24.34,6.44,15713.648,570434
2020/9/10,35281921,15275112115,432.9444566,432.5,435,430.5,435,8,18244,24792,25943,1112,1412,-1151,-300,2.18,24.8,6.56,15693.8915,588650
2020/9/11,34893469,15171902036,434.806354,435.5,436.5,432.5,436.5,1.5,14647,24409,24792,17,1112,-383,-1095,2.18,24.89,6.58,15534.4253,587231
2020/9/14,39325833,17282659859,439.4734591,436,442,435.5,441,4.5,19854,24798,24409,0,17,389,-17,2.15,25.14,6.65,15620.5788,583009
2020/9/15,39661449,17608049536,443.9588058,440.5,447,439.5,445,4,21845,22556,24798,0,0,-2242,0,2.13,25.37,6.71,15564.8092,610358
2020/9/16,70608238,32379722344,458.5827838,460,462,455.5,458,13,38172,22102,22556,0,0,-454,0,2.07,26.11,6.9,15572.5906,615252
2020/9/17,44420506,20006793320,450.3954394,453,455,446.5,448.5,0,26718,23406,22102,470,0,1304,470,2.12,25.57,6.76,15678.942,643559
2020/9/18,52999922,23598268654,445.2510072,447,449.5,443,444,-4.5,20849,24598,23406,497,470,1192,27,2.14,25.31,6.69,15731.8117,670105
2020/9/21,40193920,17842486882,443.9100959,443.5,450,440,440,-4,25834,25259,24598,1080,497,661,583,2.16,25.09,6.63,15700.6281,743148
2020/9/22,36842639,16140184501,438.0843756,440,441,436,437,-3,22692,25853,25259,1198,1080,594,118,2.17,24.91,6.59,15616.9362,751398
2020/9/23,47426963,20592831368,434.2009284,436,438.5,432,433.5,-3.5,27828,27267,25853,1158,1198,1414,-40,2.19,24.71,6.53,15661.0875,759120
2020/9/24,82510381,35076048246,425.1107294,425.5,429,423,423,-10.5,54922,29749,27267,1178,1158,2482,20,2.25,24.12,6.38,15577.4125,754533
2020/9/25,41263269,17522224043,424.6445923,427,428,421,424,1,23290,29410,29749,1222,1178,-339,44,2.24,24.17,6.39,15186.6371,752009
2020/9/28,34427479,14758341446,428.6791213,427,431.5,424.5,431.5,7.5,19286,29751,29410,1230,1222,341,8,2.2,24.6,6.5,15200.2689,775930
2020/9/29,42730502,18419905574,431.0715932,432.5,435,428,431,-0.5,18647,29459,29751,1240,1230,-292,10,2.2,24.57,6.5,15214.3823,774852
2020/9/30,28859204,12496613056,433.0200187,430.5,435,430.5,433,2,14203,29040,29459,1203,1240,-419,-37,2.19,24.69,6.53,15185.3634,773853
2020/10/5,33238832,14450407588,434.7447464,438,438,431.5,432.5,-0.5,18148,29256,29040,1180,1203,216,-23,2.2,24.66,6.52,15314.618,789010
2020/10/6,36276395,15935558262,439.2817495,441.5,442,437.5,439.5,7,20189,28582,29256,1212,1180,-674,32,2.16,25.06,6.62,15334.7824,805796
2020/10/7,44691239,19693987093,440.6677356,435,445,435,443,3.5,24438,28681,28582,1312,1212,99,100,2.14,25.26,6.68,15391.4809,821903
2020/10/8,60853811,27461867933,451.2760578,450,454,448.5,453,10,37378,27782,28681,1539,1312,-899,227,2.1,25.83,6.83,15333.3914,826945
2020/10/12,67645223,31061721030,459.1857289,458,462,457.5,460,7,36118,26900,27782,1856,1539,-882,317,2.07,26.23,6.93,15233.5805,823518
2020/10/13,46303738,21346346714,461.0069864,465,465,456.5,462,2,25938,25563,26900,2035,1856,-1337,179,2.06,26.34,6.96,15305.4773,842825
2020/10/14,52677241,24157138176,458.5877642,460.5,461,457,459,-3,22599,25523,25563,2013,2035,-40,-22,2.07,26.17,6.92,15406.3591,859318
2020/10/15,49987278,22668836399,453.4921145,456,456.5,450,453,-6,23794,26195,25523,2782,2013,672,769,2.1,25.83,6.83,15474.4836,867243
2020/10/16,48274801,21775749575,451.0790127,451,456,448.5,449,-4,26602,24748,26195,2505,2782,-1447,-277,2.12,25.6,6.77,15354.3442,867347
2020/10/19,34846906,15854021670,454.962104,453,457.5,451,457.5,8.5,17112,24334,24748,2662,2505,-414,157,2.08,26.08,6.9,15341.4517,883101
2020/10/20,26567638,12065806730,454.1542884,455.5,457,451,451,-6.5,12725,24709,24334,2607,2662,375,-55,2.11,25.71,6.8,15405.3376,886037
2020/10/21,29906921,13561798906,453.4669051,453.5,456,451,453,2,15490,23955,24709,2133,2607,-754,-474,2.1,25.83,6.83,15487.5928,888304
2020/10/22,25285547,11435937453,452.271705,450,455,449.5,455,2,10354,23734,23955,2345,2133,-221,212,2.09,25.94,6.86,15488.6233,903218
2020/10/23,18777385,8516604326,453.5564631,458,458,451.5,452,-3,9909,24138,23734,2317,2345,404,-28,2.1,25.77,6.81,15568.6389,908064
2020/10/26,15800622,7136001014,451.6278545,455,455,450,450,-2,17664,24339,24138,2220,2317,201,-97,2.11,25.66,6.78,15667.7041,917471
2020/10/27,31795010,14213282507,447.0287164,447.5,448.5,445.5,447,-3,30644,25100,24336,2110,2220,764,-110,2.13,25.48,6.74,15763.7076,923089
2020/10/28,26221663,11660544725,444.691274,445,447,443,444,-3,35598,25540,25100,2124,2110,440,14,2.14,25.31,6.69,15706.8566,918680
2020/10/29,43075387,18832675652,437.2027035,436.5,439.5,435.5,437,-7,55027,27151,25540,2212,2124,1611,88,2.17,24.91,6.59,15773.6347,922320
2020/10/30,49770771,21614729093,434.2855989,437,437,432,432,-5,46871,27436,27151,2275,2212,285,63,2.2,24.63,6.51,15673.2639,902498
2020/11/2,34539576,14901775161,431.4405933,433,435.5,428,435.5,3.5,35704,27882,27436,2151,2275,446,-124,2.18,24.83,6.56,15655.0367,886439
2020/11/3,31461727,13852498196,440.2968151,439.5,443,438,441,5.5,21031,27791,27882,2106,2151,-91,-45,2.15,25.14,6.65,15639.7243,887616
2020/11/4,37929652,16969841989,447.40305,444.5,451.5,443,450,9,30087,27099,27791,1953,2106,-692,-153,2.11,25.66,6.78,15652.9292,893568
2020/11/5,36539446,16404944484,448.9653314,451.5,451.5,445.5,451,1,24764,26051,27099,1907,1953,-1048,-46,2.11,25.71,6.8,15577.374,921697
2020/11/6,32644190,14788989058,453.0358713,455,455.5,450,452.5,1.5,20999,25086,26051,1904,1907,-965,-3,2.1,25.8,6.82,15532.2345,942059
2020/11/9,43415670,19865414906,457.5632463,458,460,454,458.5,6,27868,25062,25086,1978,1904,-24,74,2.07,26.14,6.91,15580.7094,938240
2020/11/10,36786882,16610287996,451.5274765,452,454.5,448.5,451,-7.5,31009,25534,25062,1951,1978,472,-27,2.11,25.71,6.8,15525.5338,927271
2020/11/11,40355804,18326545251,454.1241515,448.5,457,448.5,457,6,23150,24684,25534,1967,1951,-850,16,2.08,26.05,6.89,15642.7064,929965
2020/11/12,57993774,26690353577,460.227913,463,463.5,457.5,458,1,28011,23915,24684,1961,1967,-769,-6,2.07,26.11,6.9,15607.177,943113
2020/11/13,31483881,14478873331,459.8821007,459,462,456.5,462,4,21663,23792,23915,2013,1961,-123,52,2.06,24.39,6.7,15685.3069,941720
2020/11/16,83380911,39658459663,475.6299636,470,484.5,469,484,22,67363,24113,23792,2586,2013,321,573,1.96,25.55,7.02,15775.4775,947177
2020/11/17,75763870,37446278783,494.2498157,502,506,485.5,485.5,1.5,68560,23702,24113,2653,2586,-411,67,1.96,25.63,7.04,15680.0962,966619
2020/11/18,56607501,27883387314,492.5740727,490,497,486.5,497,11.5,38186,23954,23702,2853,2653,252,200,1.91,26.24,7.21,15770.1135,985243
2020/11/19,47345316,23320435165,492.5605558,499,499,490,490,-7,40198,24812,23954,2663,2853,858,-190,1.94,25.87,7.11,15862.9237,1001172
2020/11/20,35242579,17191897556,487.8161032,486,490,486,488,-2,30557,25516,24812,2609,2663,704,-54,1.95,25.77,7.08,15959.9827,1002866
2020/11/23,43708352,21661263304,495.5863654,494.5,498.5,492,496.5,8.5,26794,25263,25516,2606,2609,-253,-3,1.91,26.21,7.2,16083.0511,1013976
2020/11/24,38630079,19113408398,494.7804636,499.5,500,491.5,492,-4.5,34407,25273,25263,2327,2606,10,-279,1.93,25.98,7.14,16043.9438,1014336
2020/11/25,47179640,23142083458,490.5099627,495,495.5,487,487,-5,40066,25398,25273,2168,2327,125,-159,1.95,25.71,7.07,16119.9881,1025095
2020/11/26,31844322,15606951086,490.1015348,489,493.5,488,489,2,19587,26003,25398,2129,2168,605,-39,1.94,25.82,7.09,16310.0647,1045742
2020/11/27,35196829,17205872680,488.8472391,487.5,492,486.5,489,0,21314,26160,26003,1986,2129,157,-143,1.94,25.82,7.09,16435.026,1060082
2020/11/30,149311778,72095050187,482.8490502,493,493.5,480.5,480.5,-8.5,49362,28332,26160,1804,1986,2172,-182,1.98,25.37,6.97,16687.3754,1067921
2020/12/1,38341265,18719729411,488.2397441,489.5,490,483.5,490,9.5,24827,27601,28332,1831,1804,-731,27,1.94,25.87,7.11,16837.7017,1073280
2020/12/2,60208035,29970556095,497.783329,499.5,500,493.5,499,9,35624,26476,27601,1872,1831,-1125,41,1.9,26.35,7.24,16932.3847,1093649
2020/12/3,36919644,18369786608,497.5613147,499.5,499.5,495,497,-2,25651,26007,26476,1862,1872,-469,-10,1.91,26.24,7.21,16997.6743,1109224
2020/12/4,54471042,27307472890,501.32092,498.5,505,497.5,503,6,35708,25776,26007,1591,1862,-231,-271,1.89,26.56,7.3,17279.0201,1121286
2020/12/7,45493551,23243392840,510.916214,512,515,506,514,11,34767,25929,25733,1488,1579,196,-91,1.85,27.14,7.46,17322.5512,1125974
2020/12/8,41830257,21673267551,518.1241787,514,525,509,524,10,35895,25651,25958,1400,1512,-307,-112,1.81,27.67,7.6,17474.8765,1134096
2020/12/9,46831705,24416275048,521.3620783,521,524,520,520,-4,31749,25369,25651,1156,1400,-282,-244,1.83,27.46,7.54,17662.328,1154844
2020/12/10,43991133,22516917355,511.8512714,511,515,510,512,-8,49079,25525,25369,696,1156,156,-460,1.86,27.03,7.43,17635.234,1145599
2020/12/11,51296611,26259941709,511.9235208,517,517,505,516,4,50929,24141,25525,18,696,-1384,-678,1.84,27.24,7.49,17497.1927,1127145
2020/12/14,30809747,15703026732,509.6772373,512,513,508,508,-8,33415,24807,24141,2,18,666,-16,1.87,26.82,7.37,17721.7096,1151017
2020/12/15,43059899,21780400998,505.8163513,507,510,504,504,-4,43967,24825,24807,0,2,18,-2,1.88,26.61,7.31,17616.3466,1105537
2020/12/16,53661282,27504184031,512.5517506,509,515,507,512,8,30574,24961,24825,0,0,136,0,1.86,27.03,7.43,17745.8467,1126628
2020/12/17,39285785,20052530030,510.4271184,515,515,508,508,0,34785,24525,24961,195,0,-436,195,1.87,26.82,7.37,17808.0205,1122556
2020/12/18,40625502,20690792789,509.305529,508,512,507,510,2,20638,24173,24525,352,195,-352,157,1.86,26.93,7.4,17912.3809,1133690
2020/12/21,35153138,18033402498,512.9955254,512,517,508,516,6,21765,24786,24173,480,352,613,128,1.84,27.24,7.49,18079.9547,1150563
2020/12/22,25632245,13125205685,512.0583735,512,516,509,509,-7,25973,23943,24786,487,480,-843,7,1.87,26.87,7.38,17919.9058,1133403
2020/12/23,18320849,9321219765,508.7766274,508,511,506,509,0,16428,24233,23943,395,487,290,-92,1.87,26.87,7.38,18088.5327,1144545
2020/12/24,15218008,7759366699,509.8805769,511,512,508,510,1,12743,24398,24233,400,395,165,5,1.86,26.93,7.4,18232.46,1158543
2020/12/25,12581145,6449612552,512.6411429,514,515,510,511,1,14988,24809,24398,399,400,411,-1,1.86,26.98,7.41,18426.1341,1163281
2020/12/28,19520886,10023145125,513.4574898,512,515,509,515,4,16675,24166,24809,384,399,-643,-15,1.84,27.19,7.47,18679.0038,1197623
2020/12/29,20226736,10409159045,514.6237655,515,517,513,515,0,17187,23845,24166,383,384,-321,-1,1.84,27.19,7.47,18594.9806,1185802
2020/12/30,46705107,24306881615,520.433057,516,525,514,525,10,33173,23581,23845,477,383,-264,94,1.81,27.72,7.62,18713.1498,1176219
2020/12/31,31173332,16437646054,527.2983348,526,530,524,530,5,25138,22933,23581,591,477,-648,114,1.79,27.98,7.69,18735.8231,1164523
2021/1/4,39489959,21127581248,535.0114759,530,540,528,536,6,33316,23387,22933,641,591,454,50,1.77,28.3,7.78,19029.7046,1167692
2021/1/5,34839391,18761831567,538.5235226,536,542,535,542,6,28512,23032,23387,684,641,-355,43,1.75,28.62,7.86,19079.3486,1147923
2021/1/6,55614434,30572783229,549.7274903,555,555,541,549,7,55462,22776,23032,887,684,-256,203,1.73,28.99,7.96,18888.7027,1122569
2021/1/7,53392763,30018630685,562.2228369,554,570,553,565,16,47905,24976,22776,1011,887,2200,124,1.68,29.83,8.2,19184.7391,1112874
2021/1/8,62957148,36339702855,577.2132952,580,580,571,580,15,56426,24474,24976,1028,1011,-502,17,1.64,30.62,8.41,19276.9659,1103821
2021/1/11,52771778,30535694908,578.6368409,577,584,574,584,4,49539,25155,24474,999,1028,681,-29,1.63,30.83,8.47,19474.4944,1109062
2021/1/12,52605212,30958142918,588.4995372,583,597,582,591,7,59595,25893,25155,1037,999,738,38,1.61,31.2,8.57,19150.753,1090494
2021/1/13,75707681,45419255149,599.9292879,595,605,593,605,14,59966,28199,25893,1084,1037,2306,47,1.57,31.94,8.78,19521.2571,1086054
2021/1/14,90309708,53477747672,592.1594572,587,597,587,592,-13,111849,28680,28199,1039,1084,481,-45,1.6,31.26,8.59,19867.49,1084944
2021/1/15,100998199,61876473170,612.6492728,621,625,601,601,9,105961,28167,28680,1088,1039,-513,49,1.58,31.73,8.72,19544.0959,1066165
2021/1/18,50388664,30406611574,603.4415116,608,608,594,607,6,49008,28329,28167,1147,1088,162,59,1.57,32.05,8.81,19593.8145,1058785
2021/1/19,52947466,32934404720,622.020414,618,632,613,627,20,55490,29751,28329,1141,1147,1422,-6,1.52,33.1,9.1,19802.7971,1068133
2021/1/20,95484470,61279319857,641.7726344,633,650,631,647,20,95577,28739,29751,1463,1141,-1012,322,1.47,34.16,9.39,19323.1918,1030933
2021/1/21,97590371,64624578866,662.20241,640,679,640,673,26,115004,31431,28739,1648,1463,2692,185,1.41,35.53,9.76,19474.0341,1042278
2021/1/22,134238314,88023707664,655.7271545,649,665,649,649,-24,235186,33875,31431,1190,1648,2444,-458,1.46,34.27,9.42,19777.2542,1055594
2021/1/25,98608285,62583576696,634.6685443,642,646,626,633,-16,154134,35151,33875,995,1190,1276,-195,1.5,33.42,9.18,19960.5953,1007455
2021/1/26,114797609,71638808826,624.0444331,632,640,610,617,-16,177764,34945,35151,908,995,-206,-87,1.54,32.58,8.95,19817.1989,970088
2021/1/27,72823691,44931754892,616.9936497,618,625,611,615,-2,77274,35644,34945,959,908,699,51,1.54,32.47,8.92,20101.1072,976504
2021/1/28,104181514,62647021616,601.3256979,600,608,598,601,-14,157835,37309,35644,822,959,1665,-137,1.58,31.73,8.72,20028.6762,916124
2021/1/29,96875889,58399782288,602.8309303,619,619,591,591,-10,129394,36901,37309,775,822,-408,-47,1.61,31.2,8.57,19819.1951,913612
2021/2/1,70161939,42004241697,598.675611,595,612,587,611,20,81346,36724,36901,936,775,-177,161,1.55,32.26,8.86,19635.4794,826071
2021/2/2,80724207,50938461582,631.0184203,629,638,622,632,21,82687,34453,36724,976,936,-2271,40,1.5,33.37,9.17,19480.7092,818468
2021/2/3,59763227,37926170035,634.6071312,638,642,630,630,-2,56515,33312,34453,954,976,-1141,-22,1.51,33.26,9.14,19446.7085,825997
2021/2/4,47547873,29765963971,626.0209362,626,632,620,627,-3,44668,32981,33312,904,954,-331,-50,1.52,33.1,9.1,19341.6254,834822
2021/2/5,57350831,36435290641,635.3053653,638,641,631,632,5,51140,32450,32981,903,904,-531,-1,1.5,33.37,9.17,18995.2641,831662
2021/2/17,115578402,76728732025,663.8673896,663,668,660,663,31,91925,32531,32251,845,902,280,-57,1.43,35.01,9.62,19304.8987,849656
2021/2/18,54520341,36024245089,660.7487119,664,665,656,660,-3,49914,32433,32531,835,845,-98,-10,1.44,34.85,9.57,19642.2393,857963
2021/2/19,51651844,33676514428,651.9905548,656,657,647,652,-8,63171,32478,32433,794,835,45,-41,1.46,34.42,9.46,19970.2597,867903
2021/2/22,39512078,25885948680,655.1401493,660,662,650,650,-2,47116,32060,32478,790,793,-418,-3,1.46,34.32,9.43,20304.8919,887121
2021/2/23,52868029,33779796222,638.9456324,641,643,633,641,-9,73349,32687,32060,748,790,627,-42,1.48,33.84,9.3,20516.2372,892059
2021/2/24,80010637,50333904697,629.0901633,627,636,625,625,-16,138264,32392,32687,722,748,-295,-26,1.52,33,9.07,20509.0123,891513
2021/2/25,45279276,28634410089,632.3954934,636,636,628,635,10,46506,32126,32392,758,722,-266,36,1.5,33.53,9.21,20764.7124,922806
2021/2/26,137933162,84194194399,610.3984943,611,618,606,606,-29,212428,35217,32126,690,758,3091,-68,1.57,30.35,8.5,20920.9692,927688
2021/3/2,57792973,35565213485,615.3899279,621,622,609,609,3,71325,34840,35217,707,690,-377,17,1.56,30.5,8.54,20740.1442,933530
2021/3/3,61171387,37550028241,613.8495477,609,622,601,622,13,57677,35436,34840,661,707,596,-46,1.53,31.15,8.72,20861.1375,929364
2021/3/4,75508388,45662897489,604.7394031,609,611,601,601,-21,143916,36603,35436,519,661,1167,-142,1.58,30.1,8.43,21062.3996,921031
2021/3/5,85579527,50968119396,595.564397,588,605,584,601,0,127693,37639,36603,578,519,1036,59,1.58,30.1,8.43,21143.1492,884717
2021/3/8,47676630,28737004484,602.7482329,608,610,598,598,-3,84570,37322,37639,491,578,-317,-87,1.59,29.94,8.38,21182.3369,877173
2021/3/9,74471341,43957092621,590.2551509,585,595,585,595,-3,119867,38775,37322,340,491,1453,-151,1.6,29.79,8.34,21439.2438,862577
2021/3/10,41735443,24904320192,596.7187216,601,601,593,597,2,54196,38163,38775,283,340,-612,-57,1.59,29.89,8.37,21444.2225,881770
2021/3/11,55462783,33584884382,605.5391123,596,612,595,609,12,47948,38328,38163,5,283,165,-278,1.56,30.5,8.54,21582.5802,878306
2021/3/12,33876990,20780886905,613.4218803,615,618,609,614,5,36145,36749,38328,0,5,-1579,-5,1.55,30.75,8.61,21583.1664,867338
2021/3/15,29767904,18194081208,611.1979267,614,614,609,611,-3,26753,37039,36749,0,0,290,0,1.55,30.6,8.57,21862.2587,852951
2021/3/16,37780820,23074187740,610.7381401,610,613,607,613,2,37573,37228,37039,0,0,189,0,1.55,30.7,8.59,21927.9686,842881
2021/3/17,43942131,26638906800,606.2270125,612,612,602,604,0,68585,38247,37228,49,0,1019,49,1.57,30.25,8.47,21982.3995,844030
2021/3/18,30223846,18286667342,605.0410441,606,609,602,602,-2,31677,38122,38247,88,49,-125,39,1.58,30.15,8.44,22127.1582,818920
2021/3/19,74960854,44407634402,592.410999,594,598,591,591,-11,106938,38175,38122,96,88,53,8,1.61,29.59,8.29,22208.8148,773562
2021/3/22,35931375,21250445678,591.4175474,588,598,586,593,2,55005,38919,38175,88,96,744,-8,1.6,29.69,8.31,22559.6256,756032
2021/3/23,31933358,19057386513,596.786173,597,603,593,594,1,36423,38502,38919,104,88,-417,16,1.6,29.74,8.33,22503.1013,744221
2021/3/24,115318351,66559451738,577.1800512,571,582,571,576,-18,242138,41225,38502,152,104,2723,48,1.65,28.84,8.08,22712.8377,748340
2021/3/25,74225812,42594849855,573.854953,572,581,570,575,-1,115951,42938,41225,183,152,1713,31,1.74,28.79,8.06,22804.8637,731918
2021/3/26,37937242,22271364837,587.0580902,582,592,580,590,15,49718,42256,42938,376,183,-682,193,1.69,29.54,8.27,22976.6669,747026
2021/3/29,40573913,24302039570,598.9572554,599,602,596,599,9,44500,40761,42256,404,376,-1495,28,1.67,29.99,8.4,23019.716,745812
2021/3/30,34686346,20661203325,595.6581107,600,600,592,597,-2,46755,41375,40761,292,404,614,-112,1.68,29.89,8.37,23131.2242,733785
2021/3/31,44454672,26217366895,589.7550407,596,597,587,587,-10,70527,41467,41375,1,292,92,-291,1.7,29.39,8.23,23210.7089,705029
2021/4/1,45972766,27520742963,598.6314368,598,602,594,602,15,48170,39942,41467,0,1,-1525,-1,1.66,30.15,8.44,23281.2929,702891
2021/4/6,37664216,23045132094,611.8574749,615,616,608,610,8,42422,38873,39942,0,0,-1069,0,1.64,30.55,8.55,23367.4744,564679
2021/4/7,28140964,17175949080,610.3539694,614,614,608,610,0,28395,38824,38873,0,0,-49,0,1.64,30.55,8.55,23610.246,570617
2021/4/8,26658283,16217570357,608.3501461,606,613,603,613,3,32098,39030,38824,43,0,206,43,1.63,30.7,8.59,23949.5053,540425
2021/4/9,31601619,19344167081,612.1258243,618,618,609,610,-3,28920,38651,39030,64,43,-379,21,1.64,30.55,8.55,24017.8019,533066
2021/4/12,23319822,14155495430,607.0155866,612,613,603,605,-5,33422,39237,38651,73,64,586,9,1.65,30.3,8.48,24295.8854,547155
2021/4/13,27386926,16638680378,607.5409989,604,613,604,605,0,30438,39619,39237,109,73,382,36,1.65,30.3,8.48,24201.2027,543066
2021/4/14,31144922,18868308243,605.822941,608,612,600,612,7,41234,39347,39619,160,109,-272,51,1.63,30.65,8.58,24076.4227,519227
2021/4/15,36394255,22332532476,613.6279607,612,619,607,619,7,40541,39658,39347,187,160,311,27,1.62,31,8.68,24535.9107,526768
2021/4/16,49952191,30335377876,607.2882344,610,611,603,610,-9,67601,39167,39658,110,187,-491,-77,1.64,30.55,8.55,24777.8385,474944
2021/4/19,25234976,15224292755,603.3012575,605,607,601,603,-7,43094,39267,39167,103,110,100,-7,1.66,30.2,8.45,25371.9982,418778
2021/4/20,36655069,21969721089,599.3637903,598,602,595,602,-1,54247,39622,39267,129,103,355,26,1.66,30.15,8.44,25465.4899,406605
2021/4/21,41893725,24933016553,595.1491913,599,599,592,592,-10,92840,39857,39622,94,129,235,-35,1.69,29.64,8.3,25936.771,415292
2021/4/22,38094824,22626436436,593.9504127,596,598,591,591,-1,64897,39156,39857,121,94,-701,27,1.69,29.59,8.29,25510.0041,409773
2021/4/23,29004756,17336162729,597.7006919,592,602,590,602,11,29147,38423,39154,142,126,-731,16,1.66,30.15,8.44,25984.6969,415305
2021/4/26,32426908,19673836650,606.7133089,605,610,603,610,8,35286,37904,38423,125,142,-519,-17,1.64,30.55,8.55,26779.0795,451626
2021/4/27,26761401,16274064043,608.117043,608,611,605,610,0,25203,37403,37904,124,125,-501,-1,1.64,30.55,8.55,26850.7291,466254
2021/4/28,24601487,14833592900,602.9551344,606,608,601,602,-8,32198,37774,37403,113,124,371,-11,1.66,30.15,8.44,27171.2406,494762
2021/4/29,35756460,21579514979,603.5137421,609,609,600,600,-2,30756,37628,37774,107,113,-146,-6,1.67,30.05,8.41,27406.3216,494991
2021/5/3,46801189,27676378065,591.3605756,595,597,588,588,-12,104468,37893,37628,83,107,265,-24,1.7,29.44,8.24,26911.9473,500802
2021/5/4,45507479,26756714081,587.9630045,588,594,582,591,3,69833,37824,37893,91,83,-69,8,1.69,29.59,8.29,26022.1949,447811
2021/5/5,31786592,18603594408,585.2654606,594,594,585,585,-6,52496,37612,37824,83,91,-212,-8,1.71,29.29,8.2,26023.1912,469741
2021/5/6,33165446,19405281385,585.1053951,590,590,580,587,2,69578,37230,37612,76,83,-382,-7,1.7,29.39,8.23,25978.8424,486201
2021/5/7,28719597,17131817777,596.5201314,594,600,589,599,12,30063,36910,37230,84,76,-320,8,1.67,29.99,8.4,26429.8597,515830
2021/5/10,21365583,12626811276,590.9883796,596,597,588,589,-10,43154,36629,36910,82,84,-281,-2,1.7,29.49,8.26,27022.9503,544127
2021/5/11,66035839,37939364597,574.5268807,579,580,570,571,-18,184838,37018,36629,74,82,389,-8,1.75,28.59,8.01,25758.7189,542214
2021/5/12,138328672,76325765887,551.7711172,567,571,518,560,-11,223058,36349,37019,157,71,-670,86,1.79,28.04,7.85,24463.9968,458991
2021/5/13,71519430,39495488180,552.2343813,547,563,541,547,-13,105026,36439,36349,218,157,90,61,1.83,27.39,7.67,23663.6884,419540
2021/5/14,38625148,21474513930,555.9723404,556,562,552,557,10,52919,35061,36439,304,218,-1378,86,1.8,26.71,7.45,23081.7194,443406
2021/5/17,58446847,32066868553,548.6501017,544,558,541,549,-8,76808,34298,35061,370,304,-763,66,1.82,26.33,7.34,21459.5444,427678
2021/5/18,44584258,25226153189,565.8085235,563,573,555,572,23,52152,33568,34298,419,370,-730,49,1.75,27.43,7.65,21626.509,457947
2021/5/19,29610174,16832735286,568.4780943,571,572,565,567,-5,34443,33106,33568,435,419,-462,16,1.76,27.19,7.58,21863.2614,501765
2021/5/20,36605692,20670883290,564.6904118,567,571,560,567,0,32301,32783,33106,432,435,-323,-3,1.76,27.19,7.58,21657.1322,514498
2021/5/21,28009899,16016851343,571.8282434,572,577,568,573,6,27050,32363,32783,440,432,-420,8,1.75,27.48,7.66,21998.899,518513
2021/5/24,15981036,9090836697,568.8515248,570,572,566,568,-5,20189,32467,32363,421,440,104,-19,1.76,27.24,7.6,22203.4058,519839
2021/5/25,35445350,20525932956,579.0867619,576,584,573,583,15,39032,31845,32467,509,421,-622,88,1.72,27.96,7.8,22299.3954,509278
2021/5/26,19555305,11433686898,584.6846622,587,588,581,585,2,21034,31098,31845,529,509,-747,20,1.71,28.06,7.82,22571.9102,523909
2021/5/27,70061002,40643804852,580.1202337,580,582,573,582,-3,37545,31434,31098,425,529,336,-104,1.72,27.91,7.78,22693.5645,532951
2021/5/28,30720737,18082265480,588.6012917,587,592,582,590,8,31581,31552,31434,427,425,118,2,1.69,28.3,7.89,23336.5365,556327
2021/5/31,31557426,18751716595,594.2093184,595,597,590,597,7,29798,30585,31552,384,427,-967,-43,1.68,28.63,7.98,23404.7805,551036
2021/6/1,18405285,10985893229,596.8879715,598,599,595,598,1,20318,30208,30585,377,384,-377,-7,1.67,28.68,8,24012.6099,563095
