日期,當日成交量,當日成交金額,平均成交價,開盤價,最高價,最低價,收盤價,買賣價差,周轉率,當日融資,昨日融資,當日融券,昨日融券,融資變化,融券變化,殖利率,本益比,股價淨值比,大盤融資餘額(百萬),大盤融券量
2019/11/26,101916622,31332308518,307.4307989,310,310.5,307,307,0,10321,13820,13409,2531,2615,411,-84,2.61,24.17,5.02,13990.2302,756916
2019/11/27,18527648,5732316828,309.3925806,307.5,311.5,307.5,311,4,7916,13027,13820,2574,2531,-793,43,2.57,24.49,5.08,14010.0799,730307
2019/11/28,19718982,6111322584,309.9207953,310,312,308.5,309.5,-1.5,9289,13182,13027,2569,2574,155,-5,2.58,24.37,5.06,14069.0744,711986
2019/11/29,32423561,9922872967,306.0389624,309,309.5,305,305,-4.5,15368,13696,13182,2380,2569,514,-189,2.62,24.02,4.98,14106.5035,722719
2019/12/2,25516807,7844458306,307.4231939,307,308,306.5,307.5,2.5,8465,13493,13696,2470,2380,-203,90,2.6,24.21,5.02,14067.3459,704864
2019/12/3,27686319,8472595177,306.0210054,305,307,305,307,-0.5,9206,13423,13493,2143,2470,-70,-327,2.61,24.17,5.02,14097.5441,634970
2019/12/4,34911686,10652239802,305.1196038,305,306,304,306,-1,9989,13180,13423,2000,2143,-243,-143,2.61,24.09,5,14139.7634,625806
2019/12/5,39349842,12240671524,311.0729523,309,312,309,312,6,13587,12740,13180,2026,2000,-440,26,2.56,24.57,5.1,14102.0042,610532
2019/12/6,18402703,5771010050,313.5957826,315,316,311,313,1,8974,13104,12740,1979,2026,364,-47,2.56,24.65,5.11,14132.6706,618162
2019/12/9,23556081,7433484496,315.5654158,314,316.5,314,316,3,10583,13368,13104,1922,1979,264,-57,2.53,24.88,5.16,14093.8124,616096
2019/12/10,20847594,6540475540,313.7280753,315,315.5,312.5,313.5,-2.5,8702,13386,13368,1723,1922,18,-199,2.55,24.69,5.12,14096.0832,605674
2019/12/11,34329148,10866410212,316.5359715,314,319,313,319,5.5,11689,12844,13386,1737,1723,-542,14,2.51,25.12,5.21,14099.9624,602935
2019/12/12,52801851,17446169339,330.4082908,325,334.5,324,331.5,12.5,22555,12754,12844,1428,1737,-90,-309,2.41,26.1,5.42,14112.2797,612267
2019/12/13,60843939,20697194061,340.1685427,340,343,338,339,7.5,23025,12329,12754,65,1428,-425,-1363,2.36,26.69,5.54,14034.4831,654195
2019/12/16,48340188,16272523200,336.6251534,336.5,338.5,336,336,-3,16938,13456,12329,0,65,1127,-65,2.38,26.46,5.49,14274.8303,675065
2019/12/17,41428458,14153896438,341.6467115,335,345,335,345,9,16808,14148,13456,0,0,692,0,2.32,27.17,5.64,14256.0469,657864
2019/12/18,42486841,14594689501,343.5108179,341.5,345,341.5,344.5,-0.5,15836,14529,14148,0,0,381,0,2.32,27.13,5.63,14270.9295,654566
2019/12/19,55667012,18774880620,337.2712123,340,342,335,335,0,28105,16387,14529,98,0,1858,98,2.39,26.38,5.47,14305.1171,630073
2019/12/20,86280459,28483237354,330.1238506,332,333,328.5,329,-6,28112,18122,16387,156,98,1735,58,2.43,25.91,5.38,14341.3452,629017
2019/12/23,26911340,8923609754,331.5929179,329.5,334,329.5,334,5,12310,17548,18122,357,156,-574,201,2.4,26.3,5.46,14339.2676,615266
2019/12/24,13783907,4591661991,333.117598,334,334.5,332,332,-2,7887,17603,17548,254,357,55,-103,2.41,26.14,5.42,14339.2176,625373
2019/12/25,12262954,4075131136,332.3123561,332,334.5,331,333,1,7597,17468,17603,280,254,-135,26,2.4,26.22,5.44,14381.0581,622484
2019/12/26,11427884,3803665702,332.8407693,333,334,331.5,333,0,6439,17578,17468,275,280,110,-5,2.4,26.22,5.44,14442.6821,623404
2019/12/27,16677806,5624251712,337.2297119,335,338,335,338,5,8660,17458,17578,361,275,-120,86,2.37,26.61,5.52,14435.3892,633949
2019/12/30,21591263,7270827164,336.7485804,338,339,334,334.5,-3.5,10468,17793,17458,354,361,335,-7,2.39,26.34,5.47,14492.5446,629723
2019/12/31,22950517,7614538961,331.7807159,331,333.5,331,331,-3.5,12253,17975,17793,326,354,182,-28,2.42,26.06,5.41,14543.1752,616516
2020/1/2,33282120,11224165450,337.2431038,332.5,339,332.5,339,8,17160,17198,17975,445,326,-777,119,2.36,26.69,5.54,14560.4286,654584
2020/1/3,42023268,14295651580,340.1841946,344,345,335.5,339.5,0.5,20545,16293,17198,571,445,-905,126,2.36,26.73,5.55,14461.7307,652415
2020/1/6,45677057,15210531318,333.0015618,333,334.5,332,332,-7.5,22944,18141,16293,344,571,1848,-227,2.41,26.14,5.42,14546.1073,690772
2020/1/7,51746181,17053282011,329.5563398,332.5,333,326.5,329.5,-2.5,22362,17469,18141,351,344,-672,7,2.43,25.94,5.38,14459.4678,691277
2020/1/8,37913748,12484410088,329.2845141,325,333,325,329.5,0,18228,17724,17469,532,351,255,181,2.43,25.94,5.38,14369.28,662743
2020/1/9,32397504,10890847940,336.1631791,335,337.5,333.5,337.5,8,16793,17235,17724,642,532,-489,110,2.37,26.57,5.51,14374.3601,717290
2020/1/10,27880115,9432320316,338.3171237,340.5,341,336,339.5,2,13296,16967,17235,750,642,-268,108,2.36,26.73,5.55,14289.4286,755308
2020/1/13,30663332,10455852739,340.9887986,342,342,339,341.5,2,13457,16937,16967,794,750,-30,44,2.34,26.89,5.58,14246.2752,790832
2020/1/14,30368993,10488360978,345.3641343,345.5,346,344.5,346,4.5,16339,16464,16937,889,794,-473,95,2.31,27.24,5.65,14194.2489,801211
2020/1/15,54575274,18590754206,340.644267,345,345,337.5,340,-6,20392,16896,16464,807,889,432,-82,2.35,26.77,5.56,14249.7224,808317
2020/1/16,58217420,19431133895,333.7683789,330,336.5,330,334.5,-5.5,24721,19982,16896,678,807,3086,-129,2.39,26.34,5.47,14294.616,806838
2020/1/17,53908097,17977119406,333.4771659,334,335.5,332,333,-1.5,23954,19867,19982,608,678,-115,-70,2.4,26.22,5.44,14247.3094,762521
2020/1/20,35551203,11865436839,333.7562681,334,335.5,333,333,0,15095,20313,19867,829,608,446,221,2.4,26.22,5.44,14067.2607,742481
2020/1/30,126820049,40734449874,321.1988183,326,326,316.5,316.5,-16.5,55603,21561,20285,656,829,1276,-173,2.53,24.92,5.17,13652.567,644773
2020/1/31,62912055,20205365710,321.1684265,323,323.5,319,320,3.5,22639,20840,21561,689,656,-721,33,2.5,25.2,5.23,13524.6763,602615
2020/2/3,59711849,18782694826,314.5555721,315,316.5,312,315,-5,26483,20542,20840,637,689,-298,-52,2.54,24.8,5.15,13236.6131,601064
2020/2/4,52208496,16882411296,323.3652104,319,326,318,325,10,22587,19764,20542,1030,637,-778,393,2.46,25.59,5.31,13210.6707,632403
2020/2/5,36601453,11985817083,327.4683408,329,329.5,324.5,327.5,2.5,16656,18208,19764,1157,1030,-1556,127,2.44,25.79,5.35,13159.9854,656165
2020/2/6,29659094,9803038836,330.5238803,329.5,332.5,329,332.5,5,14246,17732,18208,1155,1157,-476,-2,2.41,26.18,5.43,13242.5843,659651
2020/2/7,30055327,9869903253,328.3911452,330,330.5,326,328,-4.5,13075,17148,17732,1154,1155,-584,-1,2.44,25.83,5.36,13201.1388,671136
2020/2/10,30814424,10024967927,325.3336141,321.5,328,321,327.5,-0.5,14825,17341,17148,1130,1154,193,-24,2.44,25.79,5.35,13194.3067,705905
2020/2/11,29062935,9629938182,331.3477521,330.5,332.5,330,331.5,4,12766,18106,17341,1079,1130,765,-51,2.41,26.1,5.42,13227.2619,695594
2020/2/12,37612639,12593082711,334.8098683,333.5,336,333,335,3.5,17394,17581,18106,1057,1079,-525,-22,2.39,26.38,5.47,13211.2918,719782
2020/2/13,23217021,7805299096,336.1886564,338,338,335,335,0,12563,16783,17581,1102,1057,-798,45,2.39,26.38,5.47,13202.2032,732777
2020/2/14,18326683,6155862838,335.8961814,337,337,334.5,335,0,7881,16799,16783,1101,1102,16,-1,2.39,26.38,5.47,13263.459,746499
2020/2/17,16145079,5354339726,331.6391159,331.5,333,330.5,331.5,-3.5,9747,16843,16799,1043,1101,44,-58,2.41,26.1,5.42,13324.5455,742652
2020/2/18,64662604,20957801150,324.1100706,324.5,326.5,322,322,-9.5,36520,19143,16843,952,1043,2300,-91,2.48,25.35,5.26,13469.5869,746204
2020/2/19,48856218,15881609046,325.0683269,322.5,327,322,326.5,4.5,16003,19099,19143,890,952,-44,-62,2.45,25.71,5.33,13530.6401,738882
2020/2/20,27061736,8832642641,326.388619,328,329,325,325.5,-1,11695,18998,19099,869,890,-101,-21,2.46,25.63,5.32,13546.9063,740047
2020/2/21,22974534,7463007621,324.8382588,325.5,326.5,323,325,-0.5,9342,19038,18998,849,869,40,-20,2.46,25.59,5.31,13505.711,739473
2020/2/24,42946680,13754512932,320.269528,319.5,321.5,319.5,320,-5,18902,19490,19038,787,849,452,-62,2.5,25.2,5.23,13576.6107,791954
2020/2/25,38674011,12425785349,321.2954909,320,323.5,317.5,322,2,17366,20248,19490,809,787,758,22,2.48,25.35,5.26,13671.9169,804344
2020/2/26,60768362,19341695595,318.285617,317,320.5,316.5,318.5,-3.5,24310,21211,20248,691,809,963,-118,2.51,25.08,5.2,13749.1118,846802
2020/2/27,62401927,19756146876,316.595141,319,320,315,316,-2.5,20633,21323,21211,586,691,112,-105,2.53,24.88,5.16,13538.4552,844906
2020/3/2,86372942,26864484400,311.0289377,308,317,308,311,-5,35320,23114,21323,498,586,1791,-88,2.57,23.35,4.97,13550.2015,846538
2020/3/3,55169411,17534766696,317.8349447,318.5,320,316,317.5,6.5,20713,21940,23114,587,498,-1174,89,2.52,23.84,5.08,13611.8849,861801
2020/3/4,44745146,14304795666,319.6949154,322,322,317,320.5,3,16118,21058,21940,704,587,-882,117,2.5,24.06,5.13,13613.6454,880542
2020/3/5,38223525,12392618100,324.2144229,325,326,323,323,2.5,15107,20110,21058,679,704,-948,-25,2.48,24.25,5.17,13519.9398,902548
2020/3/6,52807760,16733485610,316.8755049,320,320.5,315,315,-8,24175,22207,20110,501,679,2097,-178,2.54,23.65,5.04,13654.827,898423
2020/3/9,88633277,27236002054,307.2886728,307.5,310,305.5,305.5,-9.5,44882,24189,22207,508,501,1982,7,2.62,22.94,4.89,13438.1858,863807
2020/3/10,74869130,22727941511,303.5689277,301.5,309,301,307,1.5,30268,25949,24189,389,508,1760,-119,2.61,23.05,4.91,13333.3462,840656
2020/3/11,64923710,19913151529,306.7161678,309,310.5,302,302,-5,27176,25785,25949,288,389,-164,-101,2.65,22.67,4.83,13287.9755,765784
2020/3/12,114173351,33544278206,293.8012935,299,299,287,294,-8,56989,26225,25785,303,288,440,15,2.72,22.07,4.7,12555.4617,721764
2020/3/13,151268148,42448997546,280.6208584,275,294,272.5,290,-4,71990,28098,26225,2,303,1873,-301,2.76,21.77,4.64,11513.4379,637103
2020/3/16,103933228,29343288916,282.3282744,285,291,275.5,276.5,-13.5,51292,29841,28098,0,2,1743,-2,2.89,20.76,4.42,11258.01,633731
2020/3/17,122409651,32936712540,269.0695731,265,276.5,265,268,-8.5,57123,31440,29841,0,0,1599,0,2.99,20.12,4.29,10794.8645,604839
2020/3/18,118620643,31555231792,266.0180471,269.5,272.5,260,260,-8,53985,31980,31440,0,0,540,0,3.08,19.52,4.16,10466.5406,561779
2020/3/19,160811697,39559889553,246.0013189,252,253,235.5,248,0,77302,30650,31980,1529,0,-1330,1529,3.23,18.62,3.97,9286.3637,424344
2020/3/20,159179726,42110816042,264.5488662,258.5,270,256,270,22,69829,29321,30650,2199,1529,-1329,670,2.96,20.27,4.32,9222.145,467311
2020/3/23,76963709,19851467203,257.9328291,257,262.5,252,255,-15,41621,30161,29321,2212,2199,840,13,3.14,19.14,4.08,9128.5808,469278
2020/3/24,82377933,22207033614,269.5750282,268,274,266,267.5,12.5,41077,28001,30161,2489,2212,-2160,277,2.99,20.08,4.28,13550.2015,846538
2020/3/25,80514199,22368633590,277.822221,276.5,280,274,277,9.5,40932,25853,28001,2675,2489,-2148,186,3.43,20.8,4.43,9039.6752,491055
2020/3/26,54189633,15108299935,278.8042491,279.5,280,275.5,280,3,27648,24352,25853,3021,2675,-1501,346,3.39,21.02,4.48,9007.0898,512749
2020/3/27,69320306,19324060590,278.7647907,284,286,273,273,-7,36025,25207,24352,2246,3021,855,-775,3.48,20.5,4.37,9059.7443,543128
2020/3/30,53403956,14205364184,265.9983501,263.5,269,262.5,267.5,-5.5,27779,26310,25207,1909,2246,1103,-337,3.55,20.08,4.28,9173.5682,546113
2020/3/31,53901923,14712557472,272.9505118,273,274,269.5,274,6.5,20343,25037,26310,1977,1909,-1273,68,3.47,20.57,4.38,9189.8116,556754
2020/4/1,47572034,13022612818,273.7451339,276.5,276.5,271.5,271.5,-2.5,19580,25648,25037,24,1975,611,-1951,3.5,20.38,4.34,9196.5082,541704
2020/4/6,59712754,16324198154,273.3787518,273,275.5,270,275.5,4,19971,26285,25648,0,24,637,-24,3.45,20.68,4.41,9319.8509,535401
2020/4/7,48887346,13817936851,282.6485375,283.5,284,280.5,283,7.5,24281,24666,26285,0,0,-1619,0,3.36,21.25,4.53,9331.1906,540209
2020/4/8,38698826,11016972354,284.6849244,285,285.5,283,285,2,19126,24286,24666,0,0,-380,0,3.33,21.4,4.56,9422.1085,540984
2020/4/9,29276430,8346209654,285.082903,287.5,288,282.5,283,-2,15271,23395,24286,398,0,-891,398,3.36,21.25,4.53,9510.1888,539382
2020/4/10,28206858,7894277586,279.8708593,280,282,279,279.5,-3.5,15833,23804,23395,398,398,409,0,3.4,20.98,4.47,9574.2704,542711
2020/4/13,22196596,6202532380,279.4361973,278.5,281.5,278.5,278.5,-1,12809,24437,23804,731,398,633,333,3.41,20.91,4.45,9654.138,523196
2020/4/14,50196688,14268689661,284.2555999,281,285.5,280,285,6.5,22214,23669,24437,961,731,-768,230,3.33,21.4,4.56,9727.1995,575877
2020/4/15,58561434,16819851630,287.217209,287,288.5,286,287.5,2.5,25696,23462,23669,1235,961,-207,274,3.3,21.58,4.6,9787.9089,607233
2020/4/16,48257280,13813721932,286.2515652,283,288.5,283,286.5,-1,19084,24186,23462,1410,1235,724,175,3.32,21.51,4.58,9924.4539,655071
2020/4/17,117447201,35719172728,304.129621,303.5,308.5,300.5,306.5,20,60873,21177,24186,2349,1410,-3009,939,3.1,23.01,4.9,9835.1065,683304
2020/4/20,44586860,13605802989,305.152751,308,309,302.5,304,-2.5,21791,22246,21177,2338,2349,1069,-11,3.13,22.82,4.86,9981.3355,718396
2020/4/21,61949357,18417786171,297.3039118,300.5,301.5,293.5,295,-9,39043,23308,22246,2114,2338,1062,-224,3.22,22.15,4.72,10035.6304,746026
2020/4/22,43568580,12746170556,292.5541883,294.5,295,290.5,294,-1,25176,24753,23308,1815,2114,1445,-299,3.23,22.07,4.7,10214.9786,769551
2020/4/23,39977278,11864085990,296.7707304,300,300,294,295.5,1.5,18541,24592,24753,1897,1815,-161,82,3.21,22.18,4.73,10324.4771,798452
2020/4/24,26465090,7799075756,294.6929618,295.5,297,294,294,-1.5,13661,25071,24592,1884,1897,479,-13,3.23,22.07,4.7,10427.1364,819820
2020/4/27,38493406,11461378300,297.749134,298,298.5,296,298,4,15916,25208,25071,1869,1884,137,-15,3.19,22.37,4.77,10470.6462,818104
2020/4/28,37621165,11134919970,295.9748846,298.5,298.5,294.5,296.5,-1.5,18214,25884,25208,1806,1869,676,-63,3.2,22.26,4.74,10440.7728,812913
2020/4/29,46253301,13861245296,299.6812119,299,301.5,298,299,2.5,21633,24688,25884,1988,1806,-1196,182,3.18,22.45,4.78,10428.7235,825729
2020/4/30,58439085,17753466901,303.7944023,302,305,301.5,304.5,5.5,26219,24584,24688,2064,1988,-104,76,3.12,22.86,4.87,10446.8367,831603
2020/5/4,72252861,21341931218,295.3783549,294.5,296.5,294,295,-9.5,37736,26733,24584,1861,2064,2149,-203,3.22,22.15,4.72,10658.9473,846683
2020/5/5,23988405,7104774785,296.1753724,296.5,298,295,295.5,0.5,13569,26880,26733,1865,1861,147,4,3.21,22.18,4.73,10856.5552,866629
2020/5/6,35704479,10524838077,294.7764082,294.5,296,292.5,296,0.5,16046,27279,26880,1840,1865,399,-25,3.21,22.22,4.73,10845.9553,886835
2020/5/7,28017198,8321170642,297.0022428,294.5,299,294.5,297.5,1.5,13149,27027,27279,1839,1840,-252,-1,3.19,22.33,4.76,10979.2992,894104
2020/5/8,35613893,10619091212,298.1727162,300,300,296,297.5,0,14345,27469,27027,1825,1839,442,-14,3.19,22.33,4.76,11018.9579,897604
2020/5/11,32379019,9729431840,300.4856892,300,301.5,298.5,301,3.5,14920,26722,27469,1803,1825,-747,-22,3.16,22.6,4.81,11080.004,899999
2020/5/12,52494788,15553012596,296.2772723,297.5,298.5,295,295,-6,29073,28200,26722,1699,1803,1478,-104,3.22,22.15,4.72,11203.551,897763
2020/5/13,46158418,13619538824,295.0607801,293,297,292.5,297,2,14555,27961,28200,1733,1699,-239,34,3.2,22.3,4.75,11239.6868,897840
2020/5/14,34480948,10119787160,293.4892382,293,295,292.5,293,-4,21482,28314,27961,1678,1733,353,-55,3.24,18.95,4.53,11122.3644,903554
2020/5/15,44304804,13170466660,297.2694938,297.5,298.5,294.5,298,5,20071,27218,28314,1780,1678,-1096,102,3.19,19.28,4.61,11111.3214,901226
2020/5/18,96872065,28216346996,291.2743421,291,293.5,290,290,-8,49640,28532,27218,1584,1780,1314,-196,3.28,18.76,4.49,11196.289,891330
2020/5/19,53083214,15527338138,292.5093823,294,294,291.5,291.5,1.5,22033,28487,28532,1672,1584,-45,88,3.26,18.86,4.51,11260.4279,879472
2020/5/20,36789994,10772280152,292.8046183,293,294,291,294,2.5,16906,26944,28487,1760,1672,-1543,88,3.23,19.02,4.55,11336.8374,884298
2020/5/21,36299468,10782482962,297.0424515,296,298,295,297.5,3.5,17064,25924,26944,1834,1760,-1020,74,3.19,19.24,4.6,11437.7222,881466
2020/5/22,41138923,12025339565,292.31051,294.5,295,291,292,-5.5,22345,27063,25924,1811,1834,1139,-23,3.25,18.89,4.52,11466.0405,876283
2020/5/25,32942223,9568008388,290.4481701,290.5,293,288.5,292,0,14585,27146,27063,1651,1811,83,-160,3.25,18.89,4.52,11584.8938,867958
2020/5/26,35817481,10609868646,296.2204027,295,297.5,293.5,295.5,3.5,19524,25774,27146,1765,1651,-1372,114,3.21,19.11,4.57,11583.6834,871497
2020/5/27,23375959,6932934823,296.5839743,297,298,295.5,296.5,1,11244,25216,25774,1800,1765,-558,35,3.2,19.18,4.59,11568.9043,869277
2020/5/28,32395568,9575118830,295.5687898,298.5,298.5,293,294,-2.5,13208,25206,25216,1734,1800,-10,-66,3.23,19.02,4.55,11547.5479,861653
2020/5/29,96611181,28172174547,291.6036659,292,292.5,290,292,-2,21037,26330,25206,1441,1734,1124,-293,3.25,18.89,4.52,11639.9048,862445
2020/6/1,37936214,11205227094,295.3701994,294,296.5,293.5,295.5,3.5,15502,25373,26330,1372,1441,-957,-69,3.21,19.11,4.57,11631.5043,868290
2020/6/2,26663587,7908476089,296.6021072,296,297.5,296,296.5,1,9743,24264,25373,1395,1372,-1109,23,3.2,19.18,4.59,11637.504,868026
2020/6/3,67894337,20354971677,299.803674,300,301,298,301,4.5,33062,24175,24264,1464,1395,-89,69,3.16,19.47,4.66,11721.7907,872902
2020/6/4,47225322,14414983532,305.2384382,305,306,304,306,5,24482,22746,24175,1515,1464,-1429,51,3.1,19.79,4.73,11764.7157,864948
2020/6/5,44077262,13655618646,309.8109553,308.5,312,308,311.5,5.5,24096,21677,22746,1416,1515,-1069,-99,3.05,20.15,4.82,11818.1406,870171
2020/6/8,52042921,16500836851,317.0620813,316,319,315,318,6.5,28581,21361,21677,1315,1416,-316,-101,2.99,20.57,4.92,11784.8845,866257
2020/6/9,37068082,11746874522,316.8999821,316.5,319,314,319,1,19981,20791,21361,1250,1315,-570,-65,2.98,20.63,4.94,11774.7826,866373
2020/6/10,42207259,13566733306,321.4312805,319,324,318,322.5,3.5,22670,20172,20791,1188,1250,-619,-62,2.95,20.86,4.99,11825.3277,879535
2020/6/11,50612255,16340456218,322.8557237,325.5,327,318.5,320.5,-2,27061,18371,20172,811,1188,-1801,-377,2.96,20.73,4.96,11651.6653,878767
2020/6/12,46970918,14811252573,315.3281478,313,317.5,312.5,316,-4.5,25263,18474,18371,62,811,103,-749,3.01,20.44,4.89,11685.5485,869222
2020/6/15,51032404,15955585136,312.6559575,316,317.5,308.5,309.5,-6.5,29255,20426,18474,0,62,1952,-62,3.07,20.02,4.79,11760.3294,854180
2020/6/16,40725216,12823172756,314.8705892,317,317,314,315,5.5,19377,20666,20426,0,0,240,0,3.02,20.38,4.87,11814.8449,824763
2020/6/17,34692968,10922017056,314.8193333,316.5,317,313.5,315,0,16218,21054,20666,0,0,388,0,3.02,20.38,4.87,11955.5907,833907
2020/6/18,35443474,11123108346,313.8266962,314.5,315,313,314.5,0,11897,21193,21054,156,0,139,156,3.02,20.34,4.87,12073.9638,846703
2020/6/19,48130280,15102300186,313.7796037,314,314.5,312,314.5,0,12915,20471,21193,365,156,-722,209,3.02,20.34,4.87,12211.7711,826817
2020/6/22,37374616,11722688924,313.6537623,314.5,316.5,312,312,-2.5,18836,21177,20471,393,365,706,28,3.04,20.18,4.83,12280.5591,818614
2020/6/23,41300084,12981121544,314.312231,316,316.5,312.5,315,3,15959,21269,21177,471,393,92,78,3.02,20.38,4.87,12319.4289,799000
2020/6/24,55464024,17641164202,318.0649893,319,320,316,317.5,2.5,27086,21324,21269,400,471,55,-71,2.99,20.54,4.91,12372.9395,785623
2020/6/29,56672892,17695228688,312.2344398,314,315,310,312,-5.5,30558,23027,21324,358,400,1703,-42,3.04,20.18,4.83,12498.9116,781536
2020/6/30,49241860,15386428040,312.4664267,313.5,314,311,313,1,16165,23831,23027,371,358,804,13,3.04,20.25,4.84,12577.4758,773350
2020/7/1,29685342,9400765756,316.6803925,315,318,314,317.5,4.5,15617,22815,23831,458,371,-1016,87,2.99,20.54,4.91,12568.4607,776151
2020/7/2,37789178,12119073560,320.7022275,319,322,318,322,4.5,18355,22033,22815,521,458,-782,63,2.95,20.83,4.98,12692.1751,789964
2020/7/3,55656987,18280314743,328.4459998,327,330.5,326.5,329.5,7.5,30235,20554,22033,808,521,-1479,287,2.88,21.31,5.1,12714.516,810643
2020/7/6,57256220,19200718243,335.3472905,332.5,338,332,338,8.5,31866,21287,20554,976,808,733,168,2.81,21.86,5.23,12845.5971,804530
2020/7/7,59046323,20143258406,341.1433157,343.5,346,338,338.5,0.5,32076,20514,21287,1110,976,-773,134,2.81,21.9,5.24,12891.4666,781698
2020/7/8,33813218,11522915649,340.7813965,337.5,342.5,337.5,341,2.5,16673,20411,20514,1103,1110,-103,-7,2.79,22.06,5.28,13255.6243,747814
2020/7/9,37410376,12912747970,345.1648807,346,347,343,345,4,20205,20310,20411,1257,1103,-101,154,2.75,22.32,5.34,13432.5213,725122
2020/7/10,60902108,21298923681,349.7239156,352.5,353,345.5,348.5,3.5,32227,18989,20310,1452,1257,-1321,195,2.73,22.54,5.39,13268.4802,721405
2020/7/13,49459523,17425372488,352.3158217,351,354.5,350.5,354.5,6,23217,19264,18989,1418,1452,275,-34,2.68,22.93,5.48,13526.8907,724293
2020/7/14,63030150,22602878292,358.6042282,355,364,354.5,363.5,9,30996,20595,19264,1710,1418,1331,292,2.61,23.51,5.62,13537.3135,725987
2020/7/15,75105362,27486789803,365.9763973,366,370,361,363,-0.5,37607,20145,20595,1821,1710,-450,111,2.62,23.48,5.62,13481.6884,718250
2020/7/16,68582512,24506038172,357.3219682,359,361,353.5,357.5,-5.5,35598,21642,20145,1547,1821,1497,-274,2.66,23.12,5.53,13633.9367,722561
2020/7/17,66403485,24244495853,365.1087869,361,369,360,367,9.5,36729,19043,21642,1931,1547,-2599,384,2.59,23.74,5.68,13484.3023,722904
2020/7/20,44940238,16487970674,366.88659,370,370,362.5,366,-1,23335,18264,19043,2006,1931,-779,75,2.6,23.67,5.66,13474.4199,758182
2020/7/21,64440128,24491627162,380.0679471,372.5,387,371.5,383,17,40266,18958,18264,2712,2006,694,706,2.48,24.77,5.93,13652.7508,759028
2020/7/22,43959670,16844625030,383.1836097,381,386,379,384,1,25530,18977,18958,2759,2712,19,47,2.47,24.84,5.94,13764.0389,763813
2020/7/23,45397282,17302637512,381.1381816,382,383,379,381.5,-2.5,22916,18931,18977,2687,2759,-46,-72,2.49,24.68,5.9,13958.4119,758255
2020/7/24,90988734,35368857726,388.7168902,390,395,382,386,4.5,45099,18867,18931,2745,2687,-64,58,2.46,24.97,5.97,13840.1929,744209
2020/7/27,103315640,43637877952,422.3743661,420.5,424.5,416.5,424.5,38.5,49294,22353,18867,3882,2745,3486,1137,2.24,27.46,6.57,13999.6553,703353
2020/7/28,172157746,77804668620,451.9382394,464,466.5,428.5,435,10.5,92239,21092,22353,3828,3882,-1261,-54,2.18,28.14,6.73,13887.6739,708195
2020/7/29,88641166,37649278004,424.7380726,428,431.5,419.5,422,-13,53111,23400,21092,3818,3828,2308,-10,2.25,27.3,6.53,14033.7101,726762
2020/7/30,69936949,30329225735,433.6652681,436.5,441,428.5,434,12,36627,24287,23400,3794,3818,887,-24,2.19,28.07,6.71,14255.2031,719672
2020/7/31,50484674,21567922126,427.2172209,426,432,425.5,425.5,-8.5,27653,26221,24287,3448,3794,1934,-346,2.23,27.52,6.58,14491.8278,711010
2020/8/3,77288571,32339719000,418.4282175,420.5,424,415,416,-9.5,43360,26664,26221,3071,3448,443,-377,2.28,26.91,6.44,14688.9872,703701
2020/8/4,41697445,17600499460,422.1001901,421.5,425.5,418.5,425.5,9.5,22250,25926,26664,3135,3071,-738,64,2.23,27.52,6.58,14765.7104,690320
2020/8/5,47460834,20356413204,428.9097238,430.5,433.5,426,429,3.5,24715,25751,25926,2979,3135,-175,-156,2.21,27.75,6.64,14966.2998,699080
2020/8/6,43443627,18877761758,434.5346616,437.5,438,431,435,6,22414,24382,25751,2950,2979,-1369,-29,2.18,28.14,6.73,14976.7249,712536
2020/8/7,37611388,16218241255,431.2056033,433.5,434,428,433,-2,19739,23848,24382,2984,2950,-534,34,2.19,28.01,6.7,14989.2177,701571
2020/8/10,36067500,15674843876,434.5974597,427.5,437.5,427.5,435.5,2.5,21342,23612,23848,2951,2984,-236,-33,2.18,28.17,6.74,15055.4484,697397
2020/8/11,34545313,14918017903,431.8391298,432,435,429,429,-6.5,20297,23265,23612,3078,2951,-347,127,2.21,27.75,6.64,14885.2757,694571
2020/8/12,53980474,22721731886,420.9250161,422,423.5,419,419,-10,32761,23825,23265,2750,3078,560,-328,2.27,27.1,6.48,15014.8629,688810
2020/8/13,45669335,19514322038,427.2959534,428,429,424.5,429,10,21499,22339,23825,2939,2750,-1486,189,2.21,27.75,6.64,14911.2303,673988
2020/8/14,24259947,10332447763,425.9056198,424,428,423,427,-2,12642,22860,22339,2883,2939,521,-56,2.22,24.34,6.44,15000.3594,680235
2020/8/17,34607731,14930831216,431.4305152,427,435,425.5,435,8,20823,22451,22860,2850,2883,-409,-33,2.18,24.8,6.56,15080.03,683645
2020/8/18,45504160,19824413320,435.6615597,440,440.5,432,433,-2,21119,21332,22451,2982,2850,-1119,132,2.19,24.69,6.53,15023.367,685825
2020/8/19,31486800,13574970200,431.1320998,436,436.5,427.5,427.5,-5.5,18279,21868,21332,2888,2982,536,-94,2.22,24.37,6.44,14969.5268,686890
2020/8/20,75155235,31353886930,417.1883293,427,427.5,401,415,-12.5,45670,22311,21868,2669,2888,443,-219,2.29,23.66,6.25,14419.031,626071
2020/8/21,41956467,17770610338,423.5487783,421.5,427,420,424.5,9.5,23059,22205,22311,2753,2669,-106,84,2.24,24.2,6.4,14527.8094,603175
