Date,Index,Return,Val,Percent
2017/02/21,9763.93,16097.77,10.73,0.11%
2017/02/20,9753.2,16080.08,-26.72,-0.27%
2017/02/18,9779.92,16124.12,20.16,0.21%
2017/02/17,9759.76,16090.88,-11.49,-0.12%
2017/02/16,9771.25,16109.84,-28.51,-0.29%
2017/02/15,9799.76,16156.83,80.98,0.83%
2017/02/14,9718.78,16023.32,8.46,0.09%
2017/02/13,9710.32,16009.37,44.73,0.46%
2017/02/10,9665.59,15935.63,75.41,0.79%
2017/02/09,9590.18,15811.31,46.93,0.49%
2017/02/08,9543.25,15733.92,-11.31,-0.12%
2017/02/07,9554.56,15752.58,16.55,0.17%
2017/02/06,9538.01,15725.29,82.45,0.87%
2017/02/03,9455.56,15589.35,26.59,0.28%
2017/02/02,9428.97,15545.51,-18.98,-0.20%
2017/01/24,9447.95,15576.81,23.9,0.25%
2017/01/23,9424.05,15537.4,92.59,0.99%
2017/01/20,9331.46,15384.75,13.34,0.14%
2017/01/19,9318.12,15362.77,-23.85,-0.26%
2017/01/18,9341.97,15402.08,-12.56,-0.13%
2017/01/17,9354.53,15422.78,62.2,0.67%
2017/01/16,9292.33,15320.24,-86.5,-0.92%
2017/01/13,9378.83,15462.84,-31.35,-0.33%
2017/01/12,9410.18,15514.53,64.44,0.69%
2017/01/11,9345.74,15408.29,-3.9,-0.04%
2017/01/10,9349.64,15414.73,7.22,0.08%
2017/01/09,9342.42,15402.82,-29.8,-0.32%
2017/01/06,9372.22,15451.94,14.08,0.15%
2017/01/05,9358.14,15428.73,71.18,0.77%
2017/01/04,9286.96,15311.39,14.08,0.15%
2017/01/03,9272.88,15288.17,19.38,0.21%
2016/12/30,9253.5,15256.22,100.41,1.10%
2016/12/29,9153.09,15090.68,-48.31,-0.53%
2016/12/28,9201.4,15170.32,92.13,1.01%
2016/12/27,9109.27,15018.43,-1.27,-0.01%
2016/12/26,9110.54,15020.52,31.9,0.35%
2016/12/23,9078.64,14967.93,-40.11,-0.44%
2016/12/22,9118.75,15034.05,-85.51,-0.93%
2016/12/21,9204.26,15175.03,-38.15,-0.41%
2016/12/20,9242.41,15237.93,3.09,0.03%
2016/12/19,9239.32,15232.84,-87.46,-0.94%
2016/12/16,9326.78,15377.04,-33.57,-0.36%
2016/12/15,9360.35,15432.38,-8.17,-0.09%
2016/12/14,9368.52,15445.86,-13.62,-0.15%
2016/12/13,9382.14,15468.31,32.2,0.34%
2016/12/12,9349.94,15415.22,-42.74,-0.46%
2016/12/09,9392.68,15485.68,16.82,0.18%
2016/12/08,9375.86,15457.96,111.97,1.21%
2016/12/07,9263.89,15273.34,13.12,0.14%
2016/12/06,9250.77,15251.72,90.11,0.98%
2016/12/05,9160.66,15103.16,-28.83,-0.31%
2016/12/02,9189.49,15150.68,-74.04,-0.80%
2016/12/01,9263.53,15272.76,22.82,0.25%
2016/11/30,9240.71,15235.13,48.33,0.53%
2016/11/29,9192.38,15155.46,-29.86,-0.32%
2016/11/28,9222.24,15204.69,63.17,0.69%
2016/11/25,9159.07,15100.53,6.96,0.08%
2016/11/24,9152.11,15088.05,-26.12,-0.28%
2016/11/23,9178.23,15130.93,44.84,0.49%
2016/11/22,9133.39,15057,92.28,1.02%
2016/11/21,9041.11,14904.87,32.32,0.36%
2016/11/18,9008.79,14851.59,13.53,0.15%
2016/11/17,8995.26,14829.29,33.04,0.37%
2016/11/16,8962.22,14774.83,31.19,0.35%
2016/11/15,8931.03,14723.39,-9.37,-0.10%
2016/11/14,8940.4,14738.84,-17.36,-0.19%
2016/11/11,8957.76,14767.47,-194.42,-2.12%
2016/11/10,9152.18,15087.99,208.98,2.34%
2016/11/09,8943.2,14743.45,-274.23,-2.98%
2016/11/08,9217.43,15195.55,27.59,0.30%
2016/11/07,9189.84,15150.06,121.69,1.34%
2016/11/04,9068.15,14949.46,0.88,0.01%
2016/11/03,9067.27,14947.94,-71.77,-0.79%
2016/11/02,9139.04,15065.93,-133.66,-1.44%
2016/11/01,9272.7,15286.23,-17.42,-0.19%
2016/10/31,9290.12,15314.95,-16.8,-0.18%
2016/10/28,9306.92,15342.58,7.37,0.08%
2016/10/27,9299.55,15330.43,-62.7,-0.67%
2016/10/26,9362.25,15433.79,-23.4,-0.25%
2016/10/25,9385.65,15472.36,63.15,0.68%
2016/10/24,9322.5,15368.04,15.93,0.17%
2016/10/21,9306.57,15341.77,-10.67,-0.11%
2016/10/20,9317.24,15359.37,33.25,0.36%
2016/10/19,9283.99,15304.5,61.41,0.67%
2016/10/18,9222.58,15203.14,46.36,0.51%
2016/10/17,9176.22,15126.32,11.05,0.12%
2016/10/14,9165.17,15108.11,-54,-0.59%
2016/10/13,9219.17,15197.13,-33.43,-0.36%
2016/10/12,9252.6,15252.23,32.78,0.36%
2016/10/11,9219.82,15198.21,-45.99,-0.50%
2016/10/07,9265.81,15273.65,-18.5,-0.20%
2016/10/06,9284.31,15304.15,12.03,0.13%
2016/10/05,9272.28,15284.23,-15.49,-0.17%
2016/10/04,9287.77,15309.76,53.57,0.58%
2016/10/03,9234.2,15221.46,67.35,0.73%
2016/09/30,9166.85,15110.44,-104.05,-1.12%
2016/09/29,9270.9,15281.96,76.38,0.83%
2016/09/26,9194.52,15156.06,-90.1,-0.97%
2016/09/23,9284.62,15304.14,49.36,0.53%
2016/09/22,9235.26,15222.78,6.76,0.07%
2016/09/21,9228.5,15211.41,66.92,0.73%
2016/09/20,9161.58,15101.1,8.7,0.10%
2016/09/19,9152.88,15086.19,250.58,2.81%
2016/09/14,8902.3,14673.19,-38.53,-0.43%
2016/09/13,8940.83,14736.69,-6.23,-0.07%
2016/09/12,8947.06,14746.96,-106.63,-1.18%
2016/09/10,9053.69,14922.56,-111.19,-1.21%
2016/09/09,9164.88,15105.64,-98.01,-1.06%
2016/09/08,9262.89,15267.19,3.82,0.04%
2016/09/07,9259.07,15255.14,77.22,0.84%
2016/09/06,9181.85,15127.54,91.72,1.01%
2016/09/05,9090.13,14976.43,102.58,1.14%
2016/09/02,8987.55,14806.99,-13.6,-0.15%
2016/09/01,9001.15,14790.74,-67.7,-0.75%
2016/08/31,9068.85,14899.62,-41.71,-0.46%
2016/08/30,9110.56,14962.15,0.39,0.00%
2016/08/29,9110.17,14957.62,-21.55,-0.24%
2016/08/26,9131.72,14990.27,16.25,0.18%
2016/08/25,9115.47,14961.95,98.09,1.09%
2016/08/24,9017.38,14795.69,-13.55,-0.15%
2016/08/23,9030.93,14809.36,49.12,0.55%
2016/08/22,8981.81,14728.54,-52.46,-0.58%
2016/08/19,9034.27,14812.62,-88.23,-0.97%
2016/08/18,9122.5,14955.63,4.8,0.05%
2016/08/17,9117.7,14936.23,7.34,0.08%
2016/08/16,9110.36,14922.77,-38.15,-0.42%
2016/08/15,9148.51,14983.13,-1.88,-0.02%
2016/08/12,9150.39,14966.08,18.56,0.20%
2016/08/11,9131.83,14934.16,-68.59,-0.75%
2016/08/10,9200.42,15040.79,45.34,0.50%
2016/08/09,9155.08,14961.36,4.82,0.05%
2016/08/08,9150.26,14948.55,58.14,0.64%
2016/08/05,9092.12,14852.69,67.41,0.75%
2016/08/04,9024.71,14729.33,23,0.26%
2016/08/03,9001.71,14680.28,-67.05,-0.74%
2016/08/02,9068.76,14784.5,-11.95,-0.13%
2016/08/01,9080.71,14792.04,96.3,1.07%
2016/07/29,8984.41,14622.84,-92.23,-1.02%
2016/07/28,9076.64,14762.78,13.25,0.15%
2016/07/27,9063.39,14735.18,38.6,0.43%
2016/07/26,9024.79,14670.69,33.12,0.37%
2016/07/25,8991.67,14603.09,-21.47,-0.24%
2016/07/22,9013.14,14630.38,-43.42,-0.48%
2016/07/21,9056.56,14700.09,48.88,0.54%
2016/07/20,9007.68,14580.73,-27.19,-0.30%
2016/07/19,9034.87,14619.8,26.66,0.30%
2016/07/18,9008.21,14558.82,58.36,0.65%
2016/07/15,8949.85,14457.21,83.49,0.94%
2016/07/14,8866.36,14308.93,8.61,0.10%
2016/07/13,8857.75,14282.59,16.29,0.18%
2016/07/12,8841.46,14234.16,54.99,0.63%
2016/07/11,8786.47,14128.03,145.56,1.68%
2016/07/07,8640.91,13888.96,65.16,0.76%
2016/07/06,8575.75,13766.24,-140.32,-1.61%
2016/07/05,8716.07,13977.7,-44.51,-0.51%
2016/07/04,8760.58,14044.9,22.34,0.26%
2016/07/01,8738.24,13986.37,71.66,0.83%
2016/06/30,8666.58,13869.89,80.02,0.93%
2016/06/29,8586.56,13728.77,81.05,0.95%
2016/06/28,8505.51,13596.83,46.64,0.55%
2016/06/27,8458.87,13520.95,-18.12,-0.21%
2016/06/24,8476.99,13436.89,-199.69,-2.30%
2016/06/23,8676.68,13751.3,-39.57,-0.45%
2016/06/22,8716.25,13807.06,31.4,0.36%
2016/06/21,8684.85,13756.79,58.93,0.68%
2016/06/20,8625.92,13661.23,57.84,0.68%
2016/06/17,8568.08,13569.18,73.94,0.87%
2016/06/16,8494.14,13452.09,-112.23,-1.30%
2016/06/15,8606.37,13629.59,30.25,0.35%
2016/06/14,8576.12,13581.06,39.9,0.47%
2016/06/13,8536.22,13517.66,-179.26,-2.06%
2016/06/08,8715.48,13801.32,35.58,0.41%
2016/06/07,8679.9,13744.93,82.79,0.96%
2016/06/06,8597.11,13613.81,5.54,0.06%
2016/06/04,8591.57,13605.05,4.21,0.05%
